集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401160700,202401160800,Link25_5_25,822,Link4_B_in
202401160800,202401160900,Link25_5_25,796,Link4_B_in
202401160900,202401161000,Link25_5_25,966,Link4_B_in
202401161000,202401161100,Link25_5_25,854,Link4_B_in
202401161100,202401161200,Link25_5_25,745,Link4_B_in
202401161200,202401161300,Link25_5_25,821,Link4_B_in
202401161300,202401161400,Link25_5_25,808,Link4_B_in
202401161400,202401161500,Link25_5_25,925,Link4_B_in
202401161500,202401161600,Link25_5_25,853,Link4_B_in
202401161600,202401161700,Link25_5_25,864,Link4_B_in
202401161700,202401161800,Link25_5_25,847,Link4_B_in
202401161800,202401161900,Link25_5_25,825,Link4_B_in
202401161900,202401162000,Link25_5_25,763,Link4_B_in
202401160700,202401160800,Link25_25_5,990,Link4_B_out
202401160800,202401160900,Link25_25_5,1021,Link4_B_out
202401160900,202401161000,Link25_25_5,789,Link4_B_out
202401161000,202401161100,Link25_25_5,802,Link4_B_out
202401161100,202401161200,Link25_25_5,789,Link4_B_out
202401161200,202401161300,Link25_25_5,807,Link4_B_out
202401161300,202401161400,Link25_25_5,725,Link4_B_out
202401161400,202401161500,Link25_25_5,722,Link4_B_out
202401161500,202401161600,Link25_25_5,725,Link4_B_out
202401161600,202401161700,Link25_25_5,834,Link4_B_out
202401161700,202401161800,Link25_25_5,996,Link4_B_out
202401161800,202401161900,Link25_25_5,898,Link4_B_out
202401161900,202401162000,Link25_25_5,575,Link4_B_out
