集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401160700,202401160800,Link24_24_5,911,Link4_C_in
202401160800,202401160900,Link24_24_5,941,Link4_C_in
202401160900,202401161000,Link24_24_5,800,Link4_C_in
202401161000,202401161100,Link24_24_5,741,Link4_C_in
202401161100,202401161200,Link24_24_5,678,Link4_C_in
202401161200,202401161300,Link24_24_5,725,Link4_C_in
202401161300,202401161400,Link24_24_5,771,Link4_C_in
202401161400,202401161500,Link24_24_5,726,Link4_C_in
202401161500,202401161600,Link24_24_5,706,Link4_C_in
202401161600,202401161700,Link24_24_5,725,Link4_C_in
202401161700,202401161800,Link24_24_5,822,Link4_C_in
202401161800,202401161900,Link24_24_5,831,Link4_C_in
202401161900,202401162000,Link24_24_5,637,Link4_C_in
202401160700,202401160800,Link24_5_24,640,Link4_C_out
202401160800,202401160900,Link24_5_24,747,Link4_C_out
202401160900,202401161000,Link24_5_24,727,Link4_C_out
202401161000,202401161100,Link24_5_24,612,Link4_C_out
202401161100,202401161200,Link24_5_24,619,Link4_C_out
202401161200,202401161300,Link24_5_24,609,Link4_C_out
202401161300,202401161400,Link24_5_24,592,Link4_C_out
202401161400,202401161500,Link24_5_24,699,Link4_C_out
202401161500,202401161600,Link24_5_24,643,Link4_C_out
202401161600,202401161700,Link24_5_24,640,Link4_C_out
202401161700,202401161800,Link24_5_24,668,Link4_C_out
202401161800,202401161900,Link24_5_24,632,Link4_C_out
202401161900,202401162000,Link24_5_24,488,Link4_C_out
