集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401160700,202401160800,Link26_26_5,653,Link4_A_in
202401160800,202401160900,Link26_26_5,728,Link4_A_in
202401160900,202401161000,Link26_26_5,584,Link4_A_in
202401161000,202401161100,Link26_26_5,572,Link4_A_in
202401161100,202401161200,Link26_26_5,621,Link4_A_in
202401161200,202401161300,Link26_26_5,610,Link4_A_in
202401161300,202401161400,Link26_26_5,593,Link4_A_in
202401161400,202401161500,Link26_26_5,572,Link4_A_in
202401161500,202401161600,Link26_26_5,564,Link4_A_in
202401161600,202401161700,Link26_26_5,635,Link4_A_in
202401161700,202401161800,Link26_26_5,650,Link4_A_in
202401161800,202401161900,Link26_26_5,638,Link4_A_in
202401161900,202401162000,Link26_26_5,454,Link4_A_in
202401160700,202401160800,Link26_5_26,909,Link4_A_out
202401160800,202401160900,Link26_5_26,920,Link4_A_out
202401160900,202401161000,Link26_5_26,892,Link4_A_out
202401161000,202401161100,Link26_5_26,831,Link4_A_out
202401161100,202401161200,Link26_5_26,757,Link4_A_out
202401161200,202401161300,Link26_5_26,825,Link4_A_out
202401161300,202401161400,Link26_5_26,856,Link4_A_out
202401161400,202401161500,Link26_5_26,793,Link4_A_out
202401161500,202401161600,Link26_5_26,783,Link4_A_out
202401161600,202401161700,Link26_5_26,824,Link4_A_out
202401161700,202401161800,Link26_5_26,905,Link4_A_out
202401161800,202401161900,Link26_5_26,909,Link4_A_out
202401161900,202401162000,Link26_5_26,715,Link4_A_out
