集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401160700,202401160800,Link9_12_2,295,Link1_D_in
202401160800,202401160900,Link9_12_2,376,Link1_D_in
202401160900,202401161000,Link9_12_2,224,Link1_D_in
202401161000,202401161100,Link9_12_2,181,Link1_D_in
202401161100,202401161200,Link9_12_2,162,Link1_D_in
202401161200,202401161300,Link9_12_2,199,Link1_D_in
202401161300,202401161400,Link9_12_2,176,Link1_D_in
202401161400,202401161500,Link9_12_2,225,Link1_D_in
202401161500,202401161600,Link9_12_2,244,Link1_D_in
202401161600,202401161700,Link9_12_2,288,Link1_D_in
202401161700,202401161800,Link9_12_2,293,Link1_D_in
202401161800,202401161900,Link9_12_2,340,Link1_D_in
202401161900,202401162000,Link9_12_2,277,Link1_D_in
202401160700,202401160800,Link9_2_12,302,Link1_D_out
202401160800,202401160900,Link9_2_12,347,Link1_D_out
202401160900,202401161000,Link9_2_12,234,Link1_D_out
202401161000,202401161100,Link9_2_12,252,Link1_D_out
202401161100,202401161200,Link9_2_12,246,Link1_D_out
202401161200,202401161300,Link9_2_12,223,Link1_D_out
202401161300,202401161400,Link9_2_12,234,Link1_D_out
202401161400,202401161500,Link9_2_12,232,Link1_D_out
202401161500,202401161600,Link9_2_12,269,Link1_D_out
202401161600,202401161700,Link9_2_12,309,Link1_D_out
202401161700,202401161800,Link9_2_12,342,Link1_D_out
202401161800,202401161900,Link9_2_12,308,Link1_D_out
202401161900,202401162000,Link9_2_12,202,Link1_D_out
