集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401090700,202401090800,Link26_26_5,677,Link4_A_in
202401090800,202401090900,Link26_26_5,665,Link4_A_in
202401090900,202401091000,Link26_26_5,485,Link4_A_in
202401091000,202401091100,Link26_26_5,496,Link4_A_in
202401091100,202401091200,Link26_26_5,446,Link4_A_in
202401091200,202401091300,Link26_26_5,459,Link4_A_in
202401091300,202401091400,Link26_26_5,479,Link4_A_in
202401091400,202401091500,Link26_26_5,427,Link4_A_in
202401091500,202401091600,Link26_26_5,490,Link4_A_in
202401091600,202401091700,Link26_26_5,450,Link4_A_in
202401091700,202401091800,Link26_26_5,451,Link4_A_in
202401091800,202401091900,Link26_26_5,489,Link4_A_in
202401091900,202401092000,Link26_26_5,462,Link4_A_in
202401090700,202401090800,Link26_5_26,907,Link4_A_out
202401090800,202401090900,Link26_5_26,951,Link4_A_out
202401090900,202401091000,Link26_5_26,967,Link4_A_out
202401091000,202401091100,Link26_5_26,1020,Link4_A_out
202401091100,202401091200,Link26_5_26,945,Link4_A_out
202401091200,202401091300,Link26_5_26,901,Link4_A_out
202401091300,202401091400,Link26_5_26,1026,Link4_A_out
202401091400,202401091500,Link26_5_26,1041,Link4_A_out
202401091500,202401091600,Link26_5_26,913,Link4_A_out
202401091600,202401091700,Link26_5_26,921,Link4_A_out
202401091700,202401091800,Link26_5_26,931,Link4_A_out
202401091800,202401091900,Link26_5_26,931,Link4_A_out
202401091900,202401092000,Link26_5_26,897,Link4_A_out
