集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401090700,202401090800,Link22_23_5,728,Link4_D_in
202401090800,202401090900,Link22_23_5,703,Link4_D_in
202401090900,202401091000,Link22_23_5,666,Link4_D_in
202401091000,202401091100,Link22_23_5,747,Link4_D_in
202401091100,202401091200,Link22_23_5,703,Link4_D_in
202401091200,202401091300,Link22_23_5,670,Link4_D_in
202401091300,202401091400,Link22_23_5,682,Link4_D_in
202401091400,202401091500,Link22_23_5,742,Link4_D_in
202401091500,202401091600,Link22_23_5,676,Link4_D_in
202401091600,202401091700,Link22_23_5,700,Link4_D_in
202401091700,202401091800,Link22_23_5,780,Link4_D_in
202401091800,202401091900,Link22_23_5,729,Link4_D_in
202401091900,202401092000,Link22_23_5,653,Link4_D_in
202401090700,202401090800,Link22_5_23,498,Link4_D_out
202401090800,202401090900,Link22_5_23,490,Link4_D_out
202401090900,202401091000,Link22_5_23,398,Link4_D_out
202401091000,202401091100,Link22_5_23,381,Link4_D_out
202401091100,202401091200,Link22_5_23,364,Link4_D_out
202401091200,202401091300,Link22_5_23,366,Link4_D_out
202401091300,202401091400,Link22_5_23,376,Link4_D_out
202401091400,202401091500,Link22_5_23,371,Link4_D_out
202401091500,202401091600,Link22_5_23,369,Link4_D_out
202401091600,202401091700,Link22_5_23,387,Link4_D_out
202401091700,202401091800,Link22_5_23,304,Link4_D_out
202401091800,202401091900,Link22_5_23,354,Link4_D_out
202401091900,202401092000,Link22_5_23,401,Link4_D_out
