集計開始時刻,集計終了時刻,リンクID,交通量,レーン名
202401090700,202401090800,Link16_18_3,267,Link10_A_in
202401090800,202401090900,Link16_18_3,318,Link10_A_in
202401090900,202401091000,Link16_18_3,258,Link10_A_in
202401091000,202401091100,Link16_18_3,294,Link10_A_in
202401091100,202401091200,Link16_18_3,243,Link10_A_in
202401091200,202401091300,Link16_18_3,256,Link10_A_in
202401091300,202401091400,Link16_18_3,259,Link10_A_in
202401091400,202401091500,Link16_18_3,273,Link10_A_in
202401091500,202401091600,Link16_18_3,244,Link10_A_in
202401091600,202401091700,Link16_18_3,301,Link10_A_in
202401091700,202401091800,Link16_18_3,309,Link10_A_in
202401091800,202401091900,Link16_18_3,271,Link10_A_in
202401091900,202401092000,Link16_18_3,250,Link10_A_in
