7_116___
10,21,5,13,6,56,23,19,18,27,105,51,33
47,123,24,16,17,49,27,5,11,10,20,5,5
10,15,5,3,12,19,13,5,4,6,9,6,1
5,10,5,3,2,21,4,7,1,8,12,10,7
46,113,14,5,31,85,22,7,10,16,22,9,7
19,27,12,7,27,96,26,12,23,41,122,51,45
8,35,6,9,6,24,10,3,9,4,21,15,8
26,59,8,8,6,32,19,8,14,8,27,6,8
