4_109100
6,20,8,15,12,5,7,9,11,14,38,23,12
9,16,9,7,12,11,14,10,6,8,19,14,5
37,72,9,11,10,10,11,11,8,11,44,33,10
4,4,1,10,7,5,13,8,17,25,9,15,49
112,19,3,7,8,7,3,10,11,8,22,11,11
8,18,8,21,8,8,19,75,28,25,32,20,22
6,5,6,3,13,7,10,11,16,21,51,27,31
15,54,13,20,9,7,13,19,37,23,21,21,18
