2_116411
1,8,15,13,11,36,15,14,10,16,105,38,14
26,79,25,24,12,24,12,14,20,26,17,6,6
12,34,18,8,16,25,14,10,18,25,35,25,15
13,52,4,10,7,29,12,14,9,13,21,19,16
20,45,8,25,26,25,32,9,19,13,6,11,12
11,11,13,7,9,25,5,7,9,17,48,5,25
10,22,6,8,6,25,13,11,18,11,19,14,10
18,18,8,9,2,17,3,11,9,4,14,4,3
