10_109___
20,16,18,25,37,22,16,23,23,20,27,31,25
10,7,13,7,20,40,23,45,24,18,30,37,26
58,51,47,111,163,193,144,180,247,204,368,395,293
152,265,173,135,132,151,110,112,140,154,197,226,113
7,10,11,6,29,27,10,28,25,13,17,15,25
38,27,15,10,35,38,12,16,21,23,27,30,19
120,157,47,35,60,66,82,47,58,62,64,99,40
87,55,28,27,35,71,41,132,62,64,137,132,118
