10_116___
17,10,12,9,5,10,11,9,6,7,16,8,10
14,7,7,9,9,9,4,6,8,18,24,23,23
48,59,47,38,46,53,41,29,55,96,181,120,81
154,239,53,36,31,54,26,25,51,68,68,77,50
14,11,5,7,4,7,12,7,8,17,24,26,19
40,32,11,11,11,3,8,12,14,14,22,11,7
135,169,47,22,19,43,28,20,21,49,38,69,31
86,62,25,25,20,41,19,22,51,57,137,106,84
